fid,id,Ordnung,vertex_index,vertex_part,vertex_part_index,distance,angle,xcoord,ycoord
121,2,3,7,0,7,85.18048043464891,281.38423213242538,401843.539056103,5531642.4145755
121,2,3,8,0,8,94.51986590548360,280.07301623724783,401834.331146276,5531643.97615085
121,2,3,9,0,9,102.18740658041941,279.26275658542681,401826.792506651,5531645.37618392
121,2,3,10,0,10,109.14769410744708,280.17190806926271,401819.900036136,5531646.34543759
121,2,3,11,0,11,116.20314542450139,282.31370522117925,401813.007565622,5531647.85316551
121,2,3,12,0,12,121.76926088005644,282.96937114654224,401807.568975607,5531649.03780888
121,2,3,13,0,13,125.64814479598272,279.51070691393801,401803.799655795,5531649.95321512
121,2,3,14,0,14,131.97607654741213,279.94384732375573,401797.499506965,5531650.54553681
121,2,3,15,0,15,138.20587698625795,282.52794184847187,401791.468595265,5531652.10711216
121,2,3,16,0,16,145.27138977782334,281.05457789654878,401784.522277325,5531653.39945038
121,2,3,17,0,17,152.25185239514155,279.75136518209797,401777.683654237,5531654.79948345
121,2,3,18,0,18,158.88471003430553,278.10823414361312,401771.114268278,5531655.71488969
121,2,3,19,0,19,173.08706431349589,277.57173498671176,401757.06009012,5531657.76109188
121,2,3,20,0,20,180.30040888888371,279.21486602524448,401749.898382476,5531658.62265069
121,2,3,21,0,21,187.28087150614493,281.35948087344423,401743.059759388,5531660.02268376
121,2,3,22,0,22,194.79986969586679,280.77835050298859,401735.682662041,5531661.47656426
121,2,3,23,0,23,200.16519219240513,280.15594726308393,401730.405614303,5531662.44581793
121,2,3,24,0,24,207.05261266050115,282.00785838132970,401723.620838641,5531663.6304613
121,2,3,25,0,25,216.99121967302395,282.80817443481828,401713.982149406,5531666.05359547
121,2,3,26,0,26,229.41026199837435,281.14455659155379,401701.812631154,5531668.53057706
121,2,3,27,0,27,239.77040038770096,281.29007525429421,401691.635467661,5531670.46908439
121,2,3,28,0,28,253.46766570008015,282.84026016634135,401678.227458613,5531673.26915053
121,2,3,29,0,29,268.27766577920698,282.51216544136372,401663.8501959,5531676.82308064
121,2,3,30,0,30,282.49195837052918,282.49203441971349,401649.903712594,5531679.56929936
121,2,3,31,0,31,294.19371147107006,283.28934821823003,401638.541905731,5531682.36936551
121,2,3,32,0,32,303.96505356770518,281.97131755605818,401629.010911348,5531684.52326255
121,2,3,33,0,33,315.87714602356692,279.92557344553182,401617.326019929,5531686.83870186
121,2,3,34,0,34,322.68538594067616,285.32704288989481,401610.595091692,5531687.86180295
121,2,3,35,0,35,325.41519021174565,292.01128320454671,401608.064262675,5531688.88490404
122,3,2,0,0,0,0.00000000000000,0.38976119503145,401713.47059886,5531673.6191588
122,3,2,1,0,1,3.95787737908866,23.64945681105807,401713.497522573,5531677.57694461
122,3,2,2,0,2,5.10078820101711,27.29880009890740,401714.332157674,5531678.35773228
122,3,2,3,0,3,10.53437770275321,5.33323421054537,401715.059097924,5531683.74247487
